referencia;titulo_anuncio;estado_casa;ubicacion;año_construccion;nro_habitaciones;nro_baño;m2_terreno;nro_plantas;m2_edificados;nro_garajes;precio_venta
I6EA61;En Venta! Casa de 4 dormitorios con amplio patio en barrio popular;Buen estado;Barrio Braniff, Calle Abapo (Av. Santos Dumont entre 2do y 3er Anillo), Sur, Santa Cruz;2003;4;3;735 m2;1;368 m2;3;U$S 265.000
Y1D2AC;ACOGEDORA CASA EN VENTA MÁS UN LOTE AL LADO (opcional) ZONA NORTE;Excelente estado;banzer, Norte, Santa Cruz;¡Preguntale!;2;2;242 m2;1;100 m2;2;U$S 80.000
T6CC75;Casa Comercial en Venta;Requiere mantenimiento;Av. Santos Dumont, sobre la Avenida entre 3ero y 4to Anillo, Sur, Santa Cruz;¡Preguntale!;3;3;533 m2;2;806 m2;2;U$S 550.000
VCF206;Hermosa casa con 5 dormitorios y consultorio medico;A estrenar;calle nazareth, Norte, Santa Cruz;¡Preguntale!;5;3;300 m2;2;300 m2;2;U$S 247.000
K2B40F;HERMOSA CASA EN ZONA ESTE A ESTRENAR;A estrenar;AV, VIRGEN DE COTOCA, Este, Santa Cruz;2022;4;3;160 m2;2;133 m2;2;U$S 91.500
P5F58A;LINDA CASA EN CONDOMINIO LOS PARQUES 3 ZONA URUBO;Excelente estado;Urubó, Santa Cruz;¡Preguntale!;4;3;144 m2;1;158 m2;2;U$S 149.000
W87B7F;CASA EN VENTA - La Chonta;A estrenar;Santa Cruz, Norte, Santa Cruz;¡Preguntale!;3;2;238 m2;2;244 m2;¡Preguntale!;U$S 140.000
P34898;PENTAGUAZU2 - CASA EN VENTA;Buen estado;ZONA NORTE - PENTAGUAZU 2 , Norte, Santa Cruz;2015;3;2;310 m2;1;125 m2;2;U$S 38.500
ZF5D55;CASA EN VENTA, ZONA LOS CHACOS;Buen estado;NORESTE, LOS CHACOS, Norte, Santa Cruz;¡Preguntale!;4;2;540 m2;1;180 m2;3;U$S 78.000
R97BE8;En Venta! Casas económicas a estrenar en Zona Norte;A estrenar;Urbanización Abierta REMANSO IV, Norte, Santa Cruz;2022;3;2;200 m2;1;106 m2;2;U$S 61.900
SE1A93;Casas a estrenar - Remanso IV;A estrenar;remanso, santa cruz de la sierra, Remanso, Santa Cruz;2022;3;2;200 m2;1;10.648 m2;2;U$S 69.900
S47D97;En Venta! Espectacular casa de 5 dormitorios;Excelente estado;Av. Virgen de Luján entre Virgen de Cotoca y 6to anillo, Sur, Santa Cruz;2005;5;3;512 m2;2;420 m2;2;U$S 200.000
I9AA81;Hermosa casa en Lipari;Excelente estado;Lipari, La Paz;2017;3;3;405 m2;2;220 m2;1;U$S 160.000
Y8107B;VIVE EN LA ZONA MAS EXCLUSIVA DE SANTA CRUZ COND.URUBO MIRAGE!;A estrenar;CONDOMINIO URUBO MIRAGE, Urubó, Santa Cruz;¡Preguntale!;2;3;37.884 m2;1;150 m2;2;U$S 149.500
ID27F;CASA EN VENTA EN URUBO - VILLA BONITA;Buen estado;URUBO VILLA BONITA, Urubó, Santa Cruz;1;3;2;350 m2;1;250 m2;2;U$S 245.000
8D3A9;Urbanización Palmas del Norte;A estrenar;Av. Banzer Km9, Norte, Santa Cruz;2016;3;1;300 m2;1;100 m2;1;U$S 49.900
9B0E8;CASAS EN VENTA, ZONA NORTE, Av. Banzer km 9.. Precio: $49.900.. Wsapp. 71016411;En construcción;Av Radial 26 y 9no anillo, Norte, Santa Cruz;2018;3;2;300 m2;1;98 m2;2;U$S 57.500
E6861;A ESTRENAR;A estrenar;Norte, Santa Cruz;¡Preguntale!;3;2;290 m2;¡Preguntale!;144 m2;¡Preguntale!;U$S 105.000
NC105E;URBANIZACIÓN PALMAS DEL NORTE;Excelente estado;Km 9 al Norte entrando por mainter, Norte, Santa Cruz;¡Preguntale!;3;2;300 m2;1;100 m2;2;U$S 89.900
K3822B;CASA EN VENTA A ESTRENAR EN EL URUBO Condominio Villa Real;A estrenar;Urubó, Santa Cruz;2022;5;3;533 m2;2;340 m2;3;U$S 280.000
Z21460;BONITA CASA EN VENTA EN URBANIZACIÓN SAN ANDRES INMEDIACIONES FINAL AV. 2DA CIRCUNVALACIÓN OESTE;Buen estado;INMEDIACIONES FINAL AV. 2DA CIRCUNVALACIÓN OESTE, Condebamba, Cochabamba;¡Preguntale!;3;3;356 m2;2;139 m2;1;U$S 146.000
N6CC9C;Casa a estrenar en urbanización valle Sánchez;A estrenar;Valle Sánchez av la Florida , Remanso, Santa Cruz;2021;3;3;240 m2;1;105 m2;2;U$S 49.000
RAE755;CASAS EN VENTA KM 8 DOBLE VIA A LA GUARDIAS;A estrenar;Doble vía a la guardia km 8, Doble via la guardia, Santa Cruz;2021;3;2;300 m2;1;117 m2;2;U$S 76.000
AB4760;Casas en venta z/norte;A estrenar;Riviera del remanzo condominio paraiso l, Remanso, Santa Cruz;2022;3;2;18.750 m2;1;115 m2;2;U$S 89.900
OA4ADB;HERMOSA CASA EN VENTA KM 9 al norte;Excelente estado;Km 9 al norte , Norte, Santa Cruz;2012;4;3;324 m2;1;190 m2;2;U$S 135.000
X9BA57;CASA EN VENTA ZONA NORTE Av. BENI entre 2do y 3er anillo;Buen estado;Norte, Santa Cruz;2005;5;3;228 m2;2;274 m2;2;U$S 180.000
DF0A0C;CASA AMPLIA A ESTRENAR;Excelente estado;zona sur, Sur, Santa Cruz;2022;4;3;265 m2;2;220 m2;2;U$S 149.000
AE2F5D;Casa en Condominio Sevilla el Bosque Conocido por sus hermosas Areas Sociales.;Excelente estado;Zona Norte, Norte, Santa Cruz;2015;3;3;212 m2;1;135 m2;2;U$S 129.000
G6B674;CASAS PRE VENTA ZONA OESTE;En construcción;Oeste, Santa Cruz;2022;3;3;150 m2;1;135 m2;2;U$S 106.766
PE6539;En Venta! Casa de 4 dormitorios sobre alameda;Excelente estado;Av. Pirai (Entre 4to y 5to Anillo), Oeste, Santa Cruz;2000;4;3;347 m2;1;194 m2;2;U$S 185.000
V3A5FE;$US 78.000.- CASA EN VENTA DE 3 DORMITORIOS, COND GUADALUPE ZONA SUR EN SCZ;Buen estado;Av Santos Dumont 7mo Anillo, Sur, Santa Cruz;¡Preguntale!;3;3;233 m2;1;150 m2;¡Preguntale!;U$S 78.000
A54DCF;Casa en Venta Remanso 3;A estrenar;Remanso 3, Remanso, Santa Cruz;2022;3;3;150 m2;2;145 m2;2;U$S 109.000
P3256D;Casa en venta;Excelente estado;Urb. Cañoto, A 2 cuadras del 4to anillo entre Av. Piraí y radial 17 ½, Oeste, Santa Cruz;¡Preguntale!;3;2;250 m2;1;198 m2;3;U$S 192.000
MAC384;CASA EN VENTA DE 3 DORMITORIOS EN VALLE SANCHEZ;Buen estado;Zona Norte, Valle Sánchez, Norte, Santa Cruz;2010;3;2;285 m2;1;125 m2;2;U$S 65.000
U8794A;Hermosa Casa en Cond. El Rincón de la Hacienda;Excelente estado;5° anillo entre Av. Cristo Redentor y Beni, Norte, Santa Cruz;¡Preguntale!;4;3;379 m2;1;267 m2;2;U$S 280.000
IA0519;CASA EN VENTA PROXIMO TRANSITO Y AEROPUERTO TROMPLILLO;Excelente estado;ZONA SUR 4TO,ANILLO, Sur, Santa Cruz;2021;3;2;200 m2;2;140 m2;2;U$S 120.000
A18F99;CASA COMERCIAL CENTRICA EN VENTA;Buen estado;Calle Republiquetas, Centro, Santa Cruz;¡Preguntale!;3;3;188 m2;2;198 m2;¡Preguntale!;U$S 170.000
F9B01D;ZONA NORTE-CASAS EN PRE-VENTA EN URBANIZACION CERRADA;A estrenar;Canal Pedro Velez 6to anillo, Norte, Santa Cruz;¡Preguntale!;3;2;167 m2;1;170 m2;2;U$S 89.500
J65681;VENTA CASA INDEPENDIENTE zona Los lotes;A estrenar;los lotes , Sur, Santa Cruz;¡Preguntale!;2;1;180 m2;1;67 m2;1;U$S 43.000
D1A5BE;CASA EN VENTA EN URB, RIVIERA DEL REMANSO;Excelente estado;NORTE, Remanso, Santa Cruz;2015;3;2;300 m2;1;154 m2;2;U$S 89.500
PCCD43;NORTE Sevilla Las Terrazas;Excelente estado;Condominio Sevillas Las Terrazas , Norte, Santa Cruz;2010;3;2;275 m2;1;151 m2;2;U$S 109.000
D6B36;VENDO CASA DE 3 PISOS EN OBRA GRUESA A DOS CUADRAS DE LA CIRCUNVALACIÓN;A estrenar;ZONA ALTO SENAC, A DOS CUADRAS DE LA CIRCUNVALACIÓN, Sucre, Sucre;2017;4;3;150 m2;3;250 m2;1;U$S 59.000
63433;Folio;Excelente estado;Ciudad Satélite, El alto;2014;3;1;200 m2;1;90 m2;1;U$S 80.000
T8B839;CASA EN VENTA EN CONDOMINIO ALASSIO;Excelente estado;Av. Banzer entre 6to y 7mo Anillo, Norte, Santa Cruz;2015;3;3;180 m2;2;117 m2;2;U$S 109.000
H96B97;Casa A La Venta A Estrenar Entre G77 Y Alemana Z/Norte;A estrenar;Av. G77 , Norte, Santa Cruz;¡Preguntale!;2;2;180 m2;1;92 m2;2;U$S 52.000
H20854;139.000$us casa en venta Sobre la avenida Ferroviaria zona de Sumumpaya;En construcción;Avenida Ferroviaria cochabamba, Colcapirhua, Cochabamba;¡Preguntale!;5;3;354 m2;3;362 m2;2;U$S 139.000
Z61703;CASA DE LUJO AMOBLADA;Excelente estado;HACIENDA DEL URUBO, Urubó, Santa Cruz;2020;4;3;732 m2;2;565 m2;3;U$S 850.000
D3E384;AMPLIA CASA EN VENTA ZONA COMERCIAL ENTRE 1ER Y 2DO ANILLO;Buen estado;Sur, Santa Cruz;¡Preguntale!;4;3;334 m2;1;310 m2;3;U$S 252.000
M33364;CASA A ESTRENAR EN COND. LAS PALMERAS II;A estrenar;AVENIDA BANZER SANTA CRUZ DE LA SIERRA, Remanso, Santa Cruz;¡Preguntale!;4;3;160 m2;2;196 m2;3;U$S 119.000
H219D0;CASA EN VENTA CONDOMINIO ICARAI;Buen estado;Av. Virgen de Cotoca, 8vo. Anillo, Este, Santa Cruz;10 AÑOS;4;3;351 m2;1;230 m2;2;U$S 120.000
DEE954;CASA EN VENTA - PARA CONSTRUCCIÓN - ZONA EQUIPETROL;Excelente estado;Calle 9 - Este, entre 3er. y 4to anillo, Equipetrol, Santa Cruz;2000;3;3;504 m2;3;504 m2;2;U$S 426.000
U68D3B;URUBO CASA EN PRE VENTA URUBO NORD;A estrenar;VILLA BONITA -URUBO, Urubó, Santa Cruz;a estrenar;3;3;210 m2;2;153 m2;2;U$S 155.000
Y8D27A;CASA EN VENTA-SOBRE AV. PRINCIPAL DE SACABA;Buen estado;AV. VILLAZON, Sacaba, Cochabamba;1995;4;3;246 m2;2;173 m2;2;U$S 160.000
B0457;Casa.con terreno;Buen estado;Chuquiaguillo, La Paz;¡Preguntale!;4;1;200 m2;¡Preguntale!;50 m2;¡Preguntale!;U$S 13.000
948B0;TERRENO CON CASA A ESTRENAR;A estrenar;Este, Santa Cruz;¡Preguntale!;2;1;480 m2;¡Preguntale!;50 m2;¡Preguntale!;U$S 48.000
DB74E;Casa en Condominio Cerrado;Buen estado;Doble Vía a la Guardia, Oeste, Santa Cruz;2010;3;2;288 m2;1;84 m2;1;U$S 57.000
P2295F;EN VENTA CASA AMPLIA DE 4 HABITACIONES - ZONA SUR;A estrenar;Av. Santos Dumont, entre sexto y séptimo anillo, Norte, Santa Cruz;2022;4;3;180 m2;2;130 m2;2;U$S 120.000
WF2BA5;VENDO HERMOSO DEPARTAMENTO - EDIFICIO ROXANA MARISCAL III;Excelente estado;Calle Rene Barrientos esquina Panamá, Sucre, Sucre;2017;3;3;222 m2;3;161 m2;1;U$S 145.000
V1FBAD;BELLA CASA EN VENTA;Excelente estado;condominio BARCELO, Remanso, Santa Cruz;2017;4;3;310 m2;2;400 m2;2;U$S 290.000
BBCECD;CASAS EN PREVENTA! - Urbanización Abierta Genesis North;En construcción;Urb. Genesis North, Norte, Santa Cruz;2023;3;2;240 m2;1;120 m2;1;U$S 75.000
R3EF33;AMPLIA CASA EN VENTA EN CONDOMINIO FAMILY CLUB ZONA NORTE;Excelente estado;CONDOMINIO FAMILY CLUB, Norte, Santa Cruz;3;3;3;304 m2;1;135 m2;2;U$S 115.000
F7A3A4;Casa en venta;A estrenar;Colcapirhua, Colcapirhua, Cochabamba;¡Preguntale!;3;2;200 m2;1;102 m2;1;U$S 76.000
KA3117;Av. Banzer Km. 8 1/2;Excelente estado;Remanso, Santa Cruz;¡Preguntale!;3;3;160 m2;2;163 m2;2;U$S 112.000
A1510C;CASA EN VENTA FONTANA RIVIERA II;Buen estado;Fontana Riviera II, Norte, Santa Cruz;2014;3;1;24.450 m2;1;114 m2;2;U$S 79.000
ZF55E5;Zona Norte hermosas casas a estrenar 89.900$us;A estrenar;Zona Norte radial26, 9no anillo o av Cristo Redentor , Remanso, Santa Cruz;¡Preguntale!;3;2;1.875 m2;1;115 m2;2;U$S 89.900
E28AFB;BELLA CASA DE LUJO EN URUBÓ;Excelente estado;Condominio JARDINES II, Urubó, Santa Cruz;2012;4;3;268 m2;2;203 m2;2;U$S 189.000
F6B0DF;CASA COMERCIAL EN VENTA CON ZONA MUTUALISTA;Buen estado;Norte, Santa Cruz;¡Preguntale!;5;3;300 m2;1;279 m2;3;U$S 180.000
PF1CA3;CASA EN VENTA - URB. PALOS VERDES;Buen estado;Av Beni 8vo anillo , Norte, Santa Cruz;2019;4;3;160 m2;2;130 m2;2;U$S 115.000
T15997;CASA DE LUJO EN PRE-VENTA;A estrenar;Condominio URUBO GOLF, Urubó, Santa Cruz;2022;3;3;1.053 m2;2;865 m2;3;U$S 837.000
S62B88;CASA EN VENTA - ZONA NORTE;Excelente estado;Av. Alemana, 2do. y 3er Anillo, a una cuadra Colegio Británico, Norte, Santa Cruz;2010;3;3;544 m2;2;350 m2;2;U$S 399.000
L78B3B;BELLÍSIMA CASA EN VENTA EN VILLA BONITA URUBÓ;A estrenar;VILLA BONITA, Urubó, Santa Cruz;2022;4;3;300 m2;2;291 m2;2;U$S 226.000
A7C51A;Bella Casa en Venta;A estrenar;calle Cañada Stronget, a una cuadra del segundo anillo, Norte, Santa Cruz;2022;5;3;221 m2;2;280 m2;1;U$S 229.000
BFA9EB;Casa Urb. Adelita K15 Doble via La Guardia;A estrenar;Doble via la guardia, km15. Urbanización Adelita, Sur, Santa Cruz;2022;2;1;360 m2;1;72 m2;3;U$S 40.000
J39075;CASAS EN PRE VENTA EN CONDOMINIO NATURAL VILLAGE ZONA NORTE;A estrenar;Ubicado en la zona de mayor crecimiento y plusvalía de la ciudad de Santa Cruz (el Norte) • A 7 minutos de la Av. Banzer (Entrando por Mainter), Norte, Santa Cruz;NUEVA;3;3;185 m2;1;140 m2;2;U$S 77.000
F92503;BELLA CASA EN VENTA;Excelente estado;- Ubicado en zona Residencial Oeste, Av. Piraí 6to anillo, de la ciudad de Santa Cruz de La Sierra - Bolivia , Oeste, Santa Cruz;¡Preguntale!;3;3;170 m2;2;134 m2;1;U$S 135.000
None;BELLA CASA EN VENTA;None;None;¡Preguntale!;None;None;None;None;None;None;None
PE62BF;Casa en Venta - Zona Norte;Excelente estado;Condominio LA COLINA, Norte, Santa Cruz;2015;3;3;302 m2;2;278 m2;2;Consultar
7,30E+91;Casas tipo town house en condominio cerrado;Excelente estado;KM 7.5 avenida circunvalacion este 3 cuadras al sud parada 212-230, Sacaba, Cochabamba;2018;4;3;150 m2;3;180 m2;1;U$S 100.000
5BE2D;ya estuvo abitado;Requiere mantenimiento;Kenco, El alto;¡Preguntale!;3;1;300 m2;¡Preguntale!;163 m2;¡Preguntale!;U$S 41.000
a2320;CASA EN VENTA SEVILLA;Buen estado;sevilla, Norte, Santa Cruz;¡Preguntale!;3;2;120 m2;1;123 m2;2;U$S 88.000
50F5F;Casa No. 35 En Venta Condominio Dalí El Remanso. Área social seguridad 24 horas;Buen estado;Ingreso por el Remanso . Condominio Los Pintores, Remanso, Santa Cruz;2012;3;3;250 m2;1;150 m2;2;U$S 115.000
89D21;PROPIETARIO TRASPASA CASA EN COND. LA FONTANA RIVIERA 2 - PARA ENTREGA INMEDIATA;A estrenar;Av. Internacional y G77 + China, Norte, Santa Cruz;2017;3;3;371 m2;1;160 m2;2;U$S 117.000
H387E2;Av. Banzer Y La Chonta;Excelente estado;Almería La Chonta KM 8 1/2, Norte, Santa Cruz;¡Preguntale!;3;3;265 m2;2;200 m2;2;U$S 130.000
IF6BFD;VENDO HERMOSO DEPARTAMENTO - EDIFICIO ROXANA MARISCAL III;Excelente estado;Calle Rene Barrientos esquina Panamá, Sucre, Sucre;2017;3;3;222 m2;3;161 m2;1;U$S 145.000
HB97C3;CASA EN VENTA DE 3 DORMITORIOS, AV BANZER KM 8 1/2, DETRAS DEL COND. VERSALLES;Buen estado;Av Banzer Km 8 1/2, B/23 de Junio, detrás del Condominio Versalles, Remanso, Santa Cruz;¡Preguntale!;3;2;255 m2;1;170 m2;1;U$S 92.500
ADAC7A;CASA EN VENTA SEVILLA NORTE 1;Buen estado;ZONA NORTE 9NO ANILLO FRENTE A LA U CATOLICA, Norte, Santa Cruz;2015;3;3;336 m2;1;94 m2;1;U$S 86.000
Z80ABF;Hermosa Casa Equipada A Estrenar En Venta En Condominio Z/Norte;A estrenar;Av. Cristo Redentor km 8.5, Remanso, Santa Cruz;¡Preguntale!;3;2;160 m2;1;95 m2;2;U$S 83.000
N10B20;Casa en venta en condominio;Excelente estado;Av. Virgen de Cotoca entre 7mo y 8vo anillo condominio Bella Vista, Este, Santa Cruz;¡Preguntale!;3;3;360 m2;1;19.231 m2;1;U$S 125.000
F31AC5;HERMOSA CASA EN VENTA DE 3 DORMITORIOS POR LA G77;Buen estado;AV. G77 Urbanización LAS ORQUÍDEAS , Norte, Santa Cruz;2012;3;3;180 m2;2;150 m2;2;U$S 63.000
T90D98;A estrenar, sobre avenida en Riviera del Remanso.;A estrenar;Entre 8vo y 9no anillo Norte, Santa Cruz de la Sierra, Remanso, Santa Cruz;¡Preguntale!;3;3;199 m2;1;150 m2;3;U$S 89.900
KE8DCE;REMANSO 3 CASA DE 2 PISOS CON AREAS SOCIALES COMPARTIDAS;A estrenar;REMANSO 3 KM 8, Remanso, Santa Cruz;2022;3;3;241 m2;2;150 m2;2;U$S 123.000
SEA7E8;Casa en Venta en la Urbanización San Alberto;Excelente estado;Calle 2, San Alberto, La Paz;2002;4;3;570 m2;3;370 m2;2;U$S 395.000
F92189;CASAS EN PRE - VENTA 56.000$US;A estrenar;Altura de la industria FRIDOSA, 150m de la carretera virgen de cotoca, Este, Santa Cruz;2022;3;1;180 m2;1;145 m2;2;U$S 56.000
QDD7CE;CASA EN VENTA EN LA AV. BANZER KM 8.5 MAINTER - A ESTRENAR;A estrenar;Av. Bánzer km. 8.5 ingreso a Mainter, Urb. Los Jardines, Remanso, Santa Cruz;2022;3;2;291 m2;1;101 m2;3;U$S 79.000
G752FC;Casa Economica de 1 Dorm en Urb. Akualand;A estrenar;Urbanizacion Akualand, Carretera al Norte, Norte, Santa Cruz;2022;1;1;330 m2;1;48 m2;2;U$S 39.000
CD61B4;SE VENDE AMPLIA CASA CON PISCINA, ZONA SATELITE;Excelente estado;Satelite, Norte, Santa Cruz;2012;3;1;300 m2;1;188 m2;3;U$S 58.000
YA096E;EN VENTA DE OCASION ZONA ABASTO TERCER ANILLO AV PIRAI LOS MANGALES;Requiere mantenimiento;Tercer anillo pirai y Radial 19, Oeste, Santa Cruz;1998;5;3;340 m2;1;345 m2;¡Preguntale!;U$S 125.000
T7F9FA;Casa de 3 ambientes (Zona Av. Santos Dumont y 7mo anillo);Buen estado;Zona Santos Dumont y 7mo anillo, Sur, Santa Cruz;2018;4;3;374 m2;1;172 m2;3;U$S 76.000
SC1BA5;CASA EN VENTA ZONA NORTE - CHICHAPI;Excelente estado;Calle Chichapi , Norte, Santa Cruz;¡Preguntale!;5;3;565 m2;1;390 m2;3;U$S 310.000
XEA459;CASA INDEPENDIENTE EN VENTA-FINAL BEIJIN;Buen estado;AV. BEIJING, Condebamba, Cochabamba;2016;4;3;255 m2;2;209 m2;2;U$S 155.000
9F6E2;Casa en Venta. Urbanización el Trapiche, 2 dormitorios, $us 60.000, Wsapp. 71016;Excelente estado;Urbanización El Trapiche, Este, Santa Cruz;¡Preguntale!;2;2;480 m2;1;180 m2;2;U$S 60.000
12FB3;Gran oferta Inperdible a lolo 135000 $ casa Z723 de Marzo Achumani Ref. 71985224;A estrenar;calle 9 Nro. 1416 23 de marzo Achumani, Achumani, La Paz;2017;3;2;200 m2;3;210 m2;3;U$S 135.000
6,40E+28;En venta una casa de 316mts2 llamar al:79507461;Buen estado;Villa Adela, El alto;¡Preguntale!;2;1;316 m2;1;316 m2;1;U$S 45.000
9EDE5;casa en venta 86000;Excelente estado;barrio 24 de junio mercado el triunfo, Sur, Santa Cruz;¡Preguntale!;5;2;462 m2;1;20 m2;1;U$S 86.000
H8C07A;HERMOSA CASA EN ALQUILER EN URB. PRIVADA DECALACOTO;Excelente estado;Urb. Privada, Calacoto, La Paz;¡Preguntale!;4;3;530 m2;2;567 m2;3;U$S 700.000
VEB338;CASA EN ALQUILER GRANDE CÓMODA AMBIENTES SUPER ELEGANTES EN ACHUMANI;Excelente estado;Urb. Privada, Achumani, La Paz;¡Preguntale!;4;3;511 m2;3;740 m2;3;U$S 750.000
D8B85A;Amplio Departamento Comercial en Condominio TAO;Excelente estado;Entre 1er y 2do Anillo entre Av. Alemana y Beni, Norte, Santa Cruz;2012;3;3;180 m2;3;180 m2;¡Preguntale!;U$S 120.000
A7CD69;Casa en Venta en Esquina en Condominio Fontana Riviera 1;Excelente estado;Km 8 y medio entre Av. G77 y Avenida Internacional, Norte, Santa Cruz;2018;3;2;371 m2;1;148 m2;2;U$S 139.000
GCD90E;CASA 3 PLANTAS CON DOS DEPARTAMENTOS MEDIA CUADRA DE LA AV. BEIJING SUD;Buen estado;inmediaciones autoventa, Villa Busch, Cochabamba;¡Preguntale!;5;8;385 m2;2;¡Preguntale!;1;U$S 249.000
LB7E92;Casa en Venta cerca de la Santos Dumont;Excelente estado;a dos cuadras de la Av. Santos Dumont, Sur, Santa Cruz;2018;4;3;369 m2;2;220 m2;2;U$S 170.000
G96B9E;Amplia Casa en Jardín Latíno;Excelente estado;Av. Piraí y 5to anillo, Oeste, Santa Cruz;2015;5;3;382 m2;2;292 m2;2;U$S 175.000
S33724;Casa en Venta en San Aurelio a 1 cuadra de la Avenida;Excelente estado;San Aurelio, Barrio Cañada el Carmen, Sur, Santa Cruz;2018;5;3;410 m2;2;497 m2;3;U$S 240.000
TACF5C;CASA DE TRES DORMITORIOS EN VENTA;A estrenar;Urbanizacion Valle Sanchez II - Zona Norte, Norte, Santa Cruz;¡Preguntale!;3;2;180 m2;1;101 m2;2;U$S 53.000
NB79FA;Casa en Venta a Estrenar en Condominio Valle Cártago;A estrenar;Km 8 y medio entre Av. G77 y Avenida Internacional, Norte, Santa Cruz;2021;3;2;273 m2;1;120 m2;2;U$S 80.000
P32FC1;CASAS LISTAS DE 2 DORMS. CON CREDITO DE VIVIENDA SOCIAL AL 100%;A estrenar;Urb. Cumbre de las Americas, Doble via la guardia, Santa Cruz;2022;2;1;300 m2;1;61 m2;1;U$S 33.000
DC1136;Casa en Venta Av. Alemana 4to anillo;Buen estado;Norte, Santa Cruz;¡Preguntale!;5;3;274 m2;1;270 m2;2;U$S 180.000
EDD6BF;Casa en Venta en Hamacas;Excelente estado;Barrio Hamacas, Norte, Santa Cruz;2015;5;3;379 m2;1;250 m2;2;U$S 239.000
SCA745;Casa en Venta a Estrenar Alemana y 5to anillo;A estrenar;a media cuadra del 5to anillo, entre Av. Alemana y Av. 2 de Agosto, Norte, Santa Cruz;2022;4;3;150 m2;2;180 m2;2;U$S 175.000
IFB78F;Casa en Venta con equipamiento completo en Cond. Fontana Riviera 1;Buen estado;Km 8 y medio entre Av. G77 y Avenida Internacional, Norte, Santa Cruz;2018;3;2;264 m2;1;108 m2;1;U$S 95.000
X30298;Casa en Venta - B/Ramafa;Excelente estado;Av. Santos Dumont 2do Anillo, Sur, Santa Cruz;¡Preguntale!;4;3;450 m2;2;368 m2;3;U$S 315.000
T827EE;Casa en Venta a estrenar últimas unidades;A estrenar;Km 9 al Norte, Av Internacional entrando por la G - 77, Norte, Santa Cruz;2022;3;3;146 m2;2;149 m2;2;U$S 95.000
J26534;CASA EN VENTA A ESTRENAR ZONA NORTE 7mo ANILLO;A estrenar;7mo anillo, pedro velez , Norte, Santa Cruz;2022;3;3;170 m2;2;182 m2;2;U$S 96.000
K58B86;Casa en Condominio Casa Campo Country Club Golf & Residences;Excelente estado;Km 9 , Norte, Santa Cruz;2015;3;3;468 m2;2;509 m2;2;U$S 530.000
C5597A;Casa en Venta - Cond. Costa Blanca III (Zona Equipetrol);Excelente estado;Cond. Costa Blanca III (Zona Equipetrol), Equipetrol, Santa Cruz;¡Preguntale!;4;3;448 m2;2;505 m2;3;U$S 470.000
U1E478;Casa en Venta Condominio Fontana La Riviera 1;Requiere mantenimiento;Km 8 y medio entre G77 y Avenida Internacional, Norte, Santa Cruz;2017;3;2;265 m2;1;108 m2;1;U$S 105.000
ME9B2F;CASA EN VENTA BARRIO RESIDENCIAL URBARI C/IGMIRI 610;Buen estado;Barrio Residencial Urbari C/ Igmiri 610, Urbari, Santa Cruz;2000;5;3;978 m2;2;750 m2;3;U$S 690.000
A4B5A8;CASA EN LA ZONA ESTE DE LA CIUDAD, RETOÑO;Buen estado;Barrio Retoño, Este, Santa Cruz;¡Preguntale!;3;1;875 m2;1;93 m2;1;U$S 57.000
L81B86;Casa en La Fontana Riv 1 con piscina privada;Excelente estado;G77, Norte, Santa Cruz;2018;4;3;263 m2;1;164 m2;1;U$S 135.000
KB0C3F;Cond. Santa Cruz de la Colina te enamora;Excelente estado;Urubo, Urubó, Santa Cruz;2017;3;3;400 m2;2;306 m2;2;U$S 350.000
Z576CB;QUIERES VIVIR EN REMANSO?AMPLIA CASA CON 4 SUITES!;Excelente estado;REMANSO 1 , Remanso, Santa Cruz;¡Preguntale!;4;3;395 m2;1;371 m2;2;U$S 239.000
O97FEC;CASA EN PRE VENTA, B. LAS PALMITAS AV SANTOS DUMONT;A estrenar;Av. Santos Dumont 6to anillo, Urb. Las Palmitas, Sur, Santa Cruz;2021;3;3;204 m2;2;130 m2;2;U$S 90.000
X95596;casa en venta COLINAS DEL URUBO;Buen estado;Colinas del Urubo Sector 1, Urubó, Santa Cruz;10;4;3;771 m2;2;480 m2;3;U$S 580.000
F9BF9;$us.- 480.000 RESIDENCIAL BOSQUE SUR COCHABAMBA;Excelente estado;Cochabamba, Cochabamba;2008;5;3;100.020 m2;2;740 m2;3;U$S 480.000
2354F;CASITA EN VENTA EN EL ALTO;Excelente estado;carretera a viacha, zona acribol, La Ceja, El alto;¡Preguntale!;5;2;300 m2;1;164 m2;¡Preguntale!;U$S 58.000
J2E3CE;Casa en Venta Zona Norte;Sin Definir;Norte. Av. Alemania entre 7mo y 8vo anillo. Urb. Cotas Norte, Norte, Santa Cruz;¡Preguntale!;3;3;100 m2;1;407 m2;2;U$S 120.000
W9E83C;CASA EN VENTA ZONA AV.SANTOS DUMONT 2 DO ANILLO;Excelente estado;RAMAFA, Sur, Santa Cruz;5;4;3;450 m2;2;368 m2;3;U$S 315.000
Q30C13;CASA A ESTRENAR EN VENTA Av. Roca y Coronado entre 3er y 4to;A estrenar;Villa Mercedes, Av. Roca y Coronado entre 3er y 4to anillo, Oeste, Santa Cruz;2022;3;3;150 m2;2;185 m2;2;U$S 164.500
RE9FCF;PRECIOSA CASA EN REMANSO I;Buen estado;REMANSO I, Remanso, Santa Cruz;2005;4;3;300 m2;1;234 m2;2;U$S 160.000
