index,referencia,titulo_anuncio,estado_casa,departamento,ubicacion,nro_habitaciones,nro_baño,m2_terreno,nro_plantas,m2_edificados,nro_garajes,precio_venta,antiguedad
642,ZF5D55,"CASA EN VENTA, ZONA LOS CHACOS",Buen estado,Santa Cruz,NORESTE_ LOS CHACOS_ Norte_ Santa Cruz,4.0,2,540.0,1.0,180.0,3.0,78000.0,
643,R97BE8,En Venta! Casas económicas a estrenar en Zona Norte,A estrenar,Santa Cruz,Urbanización Abierta REMANSO IV_ Norte_ Santa Cruz,3.0,2,200.0,1.0,106.0,2.0,61900.0,1.0
644,SE1A93,Casas a estrenar - Remanso IV,A estrenar,Santa Cruz,remanso_ santa cruz de la sierra_ Remanso_ Santa Cruz,3.0,2,200.0,1.0,10648.0,2.0,69900.0,1.0
645,S47D97,En Venta! Espectacular casa de 5 dormitorios,Excelente estado,Santa Cruz,Av. Virgen de Luján entre Virgen de Cotoca y 6to anillo_ Sur_ Santa Cruz,5.0,3,512.0,2.0,420.0,2.0,200000.0,18.0
646,I9AA81,Hermosa casa en Lipari,Excelente estado,La Paz,Lipari_ La Paz,3.0,3,405.0,2.0,220.0,1.0,160000.0,6.0
647,Y8107B,VIVE EN LA ZONA MAS EXCLUSIVA DE SANTA CRUZ COND.URUBO MIRAGE!,A estrenar,Santa Cruz,CONDOMINIO URUBO MIRAGE_ Urubó_ Santa Cruz,2.0,3,37884.0,1.0,150.0,2.0,149500.0,
648,ID27F,CASA EN VENTA EN URUBO - VILLA BONITA,Buen estado,Santa Cruz,URUBO VILLA BONITA_ Urubó_ Santa Cruz,3.0,2,350.0,1.0,250.0,2.0,245000.0,1.0
649,8D3A9,Urbanización Palmas del Norte,A estrenar,Santa Cruz,Av. Banzer Km9_ Norte_ Santa Cruz,3.0,1,300.0,1.0,100.0,1.0,49900.0,7.0
650,9B0E8,"CASAS EN VENTA, ZONA NORTE, Av. Banzer km 9.. Precio: $49.900.. Wsapp. 71016411",En construcción,Santa Cruz,Av Radial 26 y 9no anillo_ Norte_ Santa Cruz,3.0,2,300.0,1.0,98.0,2.0,57500.0,5.0
651,E6861,A ESTRENAR,A estrenar,Santa Cruz,Norte_ Santa Cruz,3.0,2,290.0,,144.0,,105000.0,
652,NC105E,URBANIZACIÓN PALMAS DEL NORTE,Excelente estado,Santa Cruz,Km 9 al Norte entrando por mainter_ Norte_ Santa Cruz,3.0,2,300.0,1.0,100.0,2.0,89900.0,
653,K3822B,CASA EN VENTA A ESTRENAR EN EL URUBO Condominio Villa Real,A estrenar,Santa Cruz,Urubó_ Santa Cruz,5.0,3,533.0,2.0,340.0,3.0,280000.0,1.0
654,Z21460,BONITA CASA EN VENTA EN URBANIZACIÓN SAN ANDRES INMEDIACIONES FINAL AV. 2DA CIRCUNVALACIÓN OESTE,Buen estado,Cochabamba,INMEDIACIONES FINAL AV. 2DA CIRCUNVALACIÓN OESTE_ Condebamba_ Cochabamba,3.0,3,356.0,2.0,139.0,1.0,146000.0,
655,N6CC9C,Casa a estrenar en urbanización valle Sánchez,A estrenar,Santa Cruz,Valle Sánchez av la Florida _ Remanso_ Santa Cruz,3.0,3,240.0,1.0,105.0,2.0,49000.0,2.0
656,RAE755,CASAS EN VENTA KM 8 DOBLE VIA A LA GUARDIAS,A estrenar,Santa Cruz,Doble vía a la guardia km 8_ Doble via la guardia_ Santa Cruz,3.0,2,300.0,1.0,117.0,2.0,76000.0,2.0
657,AB4760,Casas en venta z/norte,A estrenar,Santa Cruz,Riviera del remanzo condominio paraiso l_ Remanso_ Santa Cruz,3.0,2,18750.0,1.0,115.0,2.0,89900.0,1.0
658,OA4ADB,HERMOSA CASA EN VENTA KM 9 al norte,Excelente estado,Santa Cruz,Km 9 al norte _ Norte_ Santa Cruz,4.0,3,324.0,1.0,190.0,2.0,135000.0,11.0
659,X9BA57,CASA EN VENTA ZONA NORTE Av. BENI entre 2do y 3er anillo,Buen estado,Santa Cruz,Norte_ Santa Cruz,5.0,3,228.0,2.0,274.0,2.0,180000.0,18.0
660,DF0A0C,CASA AMPLIA A ESTRENAR,Excelente estado,Santa Cruz,zona sur_ Sur_ Santa Cruz,4.0,3,265.0,2.0,220.0,2.0,149000.0,1.0
661,AE2F5D,Casa en Condominio Sevilla el Bosque Conocido por sus hermosas Areas Sociales.,Excelente estado,Santa Cruz,Zona Norte_ Norte_ Santa Cruz,3.0,3,212.0,1.0,135.0,2.0,129000.0,8.0
662,G6B674,CASAS PRE VENTA ZONA OESTE,En construcción,Santa Cruz,Oeste_ Santa Cruz,3.0,3,150.0,1.0,135.0,2.0,106766.0,1.0
663,PE6539,En Venta! Casa de 4 dormitorios sobre alameda,Excelente estado,Santa Cruz,Av. Pirai (Entre 4to y 5to Anillo)_ Oeste_ Santa Cruz,4.0,3,347.0,1.0,194.0,2.0,185000.0,23.0
664,V3A5FE,"$US 78.000.- CASA EN VENTA DE 3 DORMITORIOS, COND GUADALUPE ZONA SUR EN SCZ",Buen estado,Santa Cruz,Av Santos Dumont 7mo Anillo_ Sur_ Santa Cruz,3.0,3,233.0,1.0,150.0,,78000.0,
665,A54DCF,Casa en Venta Remanso 3,A estrenar,Santa Cruz,Remanso 3_ Remanso_ Santa Cruz,3.0,3,150.0,2.0,145.0,2.0,109000.0,1.0
666,P3256D,Casa en venta,Excelente estado,Santa Cruz,Urb. Cañoto_ A 2 cuadras del 4to anillo entre Av. Piraí y radial 17 ½_ Oeste_ Santa Cruz,3.0,2,250.0,1.0,198.0,3.0,192000.0,
667,MAC384,CASA EN VENTA DE 3 DORMITORIOS EN VALLE SANCHEZ,Buen estado,Santa Cruz,Zona Norte_ Valle Sánchez_ Norte_ Santa Cruz,3.0,2,285.0,1.0,125.0,2.0,65000.0,13.0
668,U8794A,Hermosa Casa en Cond. El Rincón de la Hacienda,Excelente estado,Santa Cruz,5° anillo entre Av. Cristo Redentor y Beni_ Norte_ Santa Cruz,4.0,3,379.0,1.0,267.0,2.0,280000.0,
669,IA0519,CASA EN VENTA PROXIMO TRANSITO Y AEROPUERTO TROMPLILLO,Excelente estado,Santa Cruz,ZONA SUR 4TO_ANILLO_ Sur_ Santa Cruz,3.0,2,200.0,2.0,140.0,2.0,120000.0,2.0
670,A18F99,CASA COMERCIAL CENTRICA EN VENTA,Buen estado,Santa Cruz,Calle Republiquetas_ Centro_ Santa Cruz,3.0,3,188.0,2.0,198.0,,170000.0,
671,F9B01D,ZONA NORTE-CASAS EN PRE-VENTA EN URBANIZACION CERRADA,A estrenar,Santa Cruz,Canal Pedro Velez 6to anillo_ Norte_ Santa Cruz,3.0,2,167.0,1.0,170.0,2.0,89500.0,
672,J65681,VENTA CASA INDEPENDIENTE zona Los lotes,A estrenar,Santa Cruz,los lotes _ Sur_ Santa Cruz,2.0,1,180.0,1.0,67.0,1.0,43000.0,
673,D1A5BE,"CASA EN VENTA EN URB, RIVIERA DEL REMANSO",Excelente estado,Santa Cruz,NORTE_ Remanso_ Santa Cruz,3.0,2,300.0,1.0,154.0,2.0,89500.0,8.0
674,PCCD43,NORTE Sevilla Las Terrazas,Excelente estado,Santa Cruz,Condominio Sevillas Las Terrazas _ Norte_ Santa Cruz,3.0,2,275.0,1.0,151.0,2.0,109000.0,13.0
675,D6B36,VENDO CASA DE 3 PISOS EN OBRA GRUESA A DOS CUADRAS DE LA CIRCUNVALACIÓN,A estrenar,Otro,ZONA ALTO SENAC_ A DOS CUADRAS DE LA CIRCUNVALACIÓN_ Sucre_ Sucre,4.0,3,150.0,3.0,250.0,1.0,59000.0,6.0
676,63433,Folio,Excelente estado,La Paz,Ciudad Satélite_ El alto,3.0,1,200.0,1.0,90.0,1.0,80000.0,9.0
677,T8B839,CASA EN VENTA EN CONDOMINIO ALASSIO,Excelente estado,Santa Cruz,Av. Banzer entre 6to y 7mo Anillo_ Norte_ Santa Cruz,3.0,3,180.0,2.0,117.0,2.0,109000.0,8.0
678,H96B97,Casa A La Venta A Estrenar Entre G77 Y Alemana Z/Norte,A estrenar,Santa Cruz,Av. G77 _ Norte_ Santa Cruz,2.0,2,180.0,1.0,92.0,2.0,52000.0,
679,H20854,139.000$us casa en venta Sobre la avenida Ferroviaria zona de Sumumpaya,En construcción,Cochabamba,Avenida Ferroviaria cochabamba_ Colcapirhua_ Cochabamba,5.0,3,354.0,3.0,362.0,2.0,139000.0,
680,Z61703,CASA DE LUJO AMOBLADA,Excelente estado,Santa Cruz,HACIENDA DEL URUBO_ Urubó_ Santa Cruz,4.0,3,732.0,2.0,565.0,3.0,850000.0,3.0
681,D3E384,AMPLIA CASA EN VENTA ZONA COMERCIAL ENTRE 1ER Y 2DO ANILLO,Buen estado,Santa Cruz,Sur_ Santa Cruz,4.0,3,334.0,1.0,310.0,3.0,252000.0,
682,M33364,CASA A ESTRENAR EN COND. LAS PALMERAS II,A estrenar,Santa Cruz,AVENIDA BANZER SANTA CRUZ DE LA SIERRA_ Remanso_ Santa Cruz,4.0,3,160.0,2.0,196.0,3.0,119000.0,
683,H219D0,CASA EN VENTA CONDOMINIO ICARAI,Buen estado,Santa Cruz,Av. Virgen de Cotoca_ 8vo. Anillo_ Este_ Santa Cruz,4.0,3,351.0,1.0,230.0,2.0,120000.0,10.0
684,DEE954,CASA EN VENTA - PARA CONSTRUCCIÓN - ZONA EQUIPETROL,Excelente estado,Santa Cruz,Calle 9 - Este_ entre 3er. y 4to anillo_ Equipetrol_ Santa Cruz,3.0,3,504.0,3.0,504.0,2.0,426000.0,23.0
685,U68D3B,URUBO CASA EN PRE VENTA URUBO NORD,A estrenar,Santa Cruz,VILLA BONITA -URUBO_ Urubó_ Santa Cruz,3.0,3,210.0,2.0,153.0,2.0,155000.0,
686,Y8D27A,CASA EN VENTA-SOBRE AV. PRINCIPAL DE SACABA,Buen estado,Cochabamba,AV. VILLAZON_ Sacaba_ Cochabamba,4.0,3,246.0,2.0,173.0,2.0,160000.0,28.0
687,B0457,Casa.con terreno,Buen estado,La Paz,Chuquiaguillo_ La Paz,4.0,1,200.0,,50.0,,13000.0,
688,948B0,TERRENO CON CASA A ESTRENAR,A estrenar,Santa Cruz,Este_ Santa Cruz,2.0,1,480.0,,50.0,,48000.0,
689,DB74E,Casa en Condominio Cerrado,Buen estado,Santa Cruz,Doble Vía a la Guardia_ Oeste_ Santa Cruz,3.0,2,288.0,1.0,84.0,1.0,57000.0,13.0
690,P2295F,EN VENTA CASA AMPLIA DE 4 HABITACIONES - ZONA SUR,A estrenar,Santa Cruz,Av. Santos Dumont_ entre sexto y séptimo anillo_ Norte_ Santa Cruz,4.0,3,180.0,2.0,130.0,2.0,120000.0,1.0
691,WF2BA5,VENDO HERMOSO DEPARTAMENTO - EDIFICIO ROXANA MARISCAL III,Excelente estado,Otro,Calle Rene Barrientos esquina Panamá_ Sucre_ Sucre,3.0,3,222.0,3.0,161.0,1.0,145000.0,6.0
692,V1FBAD,BELLA CASA EN VENTA,Excelente estado,Santa Cruz,condominio BARCELO_ Remanso_ Santa Cruz,4.0,3,310.0,2.0,400.0,2.0,290000.0,6.0
693,BBCECD,CASAS EN PREVENTA! - Urbanización Abierta Genesis North,En construcción,Santa Cruz,Urb. Genesis North_ Norte_ Santa Cruz,3.0,2,240.0,1.0,120.0,1.0,75000.0,0.0
694,R3EF33,AMPLIA CASA EN VENTA EN CONDOMINIO FAMILY CLUB ZONA NORTE,Excelente estado,Santa Cruz,CONDOMINIO FAMILY CLUB_ Norte_ Santa Cruz,3.0,3,304.0,1.0,135.0,2.0,115000.0,3.0
695,F7A3A4,Casa en venta,A estrenar,Cochabamba,Colcapirhua_ Colcapirhua_ Cochabamba,3.0,2,200.0,1.0,102.0,1.0,76000.0,
696,KA3117,Av. Banzer Km. 8 1/2,Excelente estado,Santa Cruz,Remanso_ Santa Cruz,3.0,3,160.0,2.0,163.0,2.0,112000.0,
697,A1510C,CASA EN VENTA FONTANA RIVIERA II,Buen estado,Santa Cruz,Fontana Riviera II_ Norte_ Santa Cruz,3.0,1,24450.0,1.0,114.0,2.0,79000.0,9.0
698,ZF55E5,Zona Norte hermosas casas a estrenar 89.900$us,A estrenar,Santa Cruz,Zona Norte radial26_ 9no anillo o av Cristo Redentor _ Remanso_ Santa Cruz,3.0,2,1875.0,1.0,115.0,2.0,89900.0,
699,E28AFB,BELLA CASA DE LUJO EN URUBÓ,Excelente estado,Santa Cruz,Condominio JARDINES II_ Urubó_ Santa Cruz,4.0,3,268.0,2.0,203.0,2.0,189000.0,11.0
700,F6B0DF,CASA COMERCIAL EN VENTA CON ZONA MUTUALISTA,Buen estado,Santa Cruz,Norte_ Santa Cruz,5.0,3,300.0,1.0,279.0,3.0,180000.0,
701,PF1CA3,CASA EN VENTA - URB. PALOS VERDES,Buen estado,Santa Cruz,Av Beni 8vo anillo _ Norte_ Santa Cruz,4.0,3,160.0,2.0,130.0,2.0,115000.0,4.0
702,T15997,CASA DE LUJO EN PRE-VENTA,A estrenar,Santa Cruz,Condominio URUBO GOLF_ Urubó_ Santa Cruz,3.0,3,1053.0,2.0,865.0,3.0,837000.0,1.0
703,S62B88,CASA EN VENTA - ZONA NORTE,Excelente estado,Santa Cruz,Av. Alemana_ 2do. y 3er Anillo_ a una cuadra Colegio Británico_ Norte_ Santa Cruz,3.0,3,544.0,2.0,350.0,2.0,399000.0,13.0
704,L78B3B,BELLÍSIMA CASA EN VENTA EN VILLA BONITA URUBÓ,A estrenar,Santa Cruz,VILLA BONITA_ Urubó_ Santa Cruz,4.0,3,300.0,2.0,291.0,2.0,226000.0,1.0
705,A7C51A,Bella Casa en Venta,A estrenar,Santa Cruz,calle Cañada Stronget_ a una cuadra del segundo anillo_ Norte_ Santa Cruz,5.0,3,221.0,2.0,280.0,1.0,229000.0,1.0
706,BFA9EB,Casa Urb. Adelita K15 Doble via La Guardia,A estrenar,Santa Cruz,Doble via la guardia_ km15. Urbanización Adelita_ Sur_ Santa Cruz,2.0,1,360.0,1.0,72.0,3.0,40000.0,1.0
707,J39075,CASAS EN PRE VENTA EN CONDOMINIO NATURAL VILLAGE ZONA NORTE,A estrenar,Santa Cruz,Ubicado en la zona de mayor crecimiento y plusvalía de la ciudad de Santa Cruz (el Norte) • A 7 minutos de la Av. Banzer (Entrando por Mainter)_ Norte_ Santa Cruz,3.0,3,185.0,1.0,140.0,2.0,77000.0,
708,F92503,BELLA CASA EN VENTA,Excelente estado,Santa Cruz,- Ubicado en zona Residencial Oeste_ Av. Piraí 6to anillo_ de la ciudad de Santa Cruz de La Sierra - Bolivia _ Oeste_ Santa Cruz,3.0,3,170.0,2.0,134.0,1.0,135000.0,
710,PE62BF,Casa en Venta - Zona Norte,Excelente estado,Santa Cruz,Condominio LA COLINA_ Norte_ Santa Cruz,3.0,3,302.0,2.0,278.0,2.0,,8.0
711,"7,30E+91",Casas tipo town house en condominio cerrado,Excelente estado,Cochabamba,KM 7.5 avenida circunvalacion este 3 cuadras al sud parada 212-230_ Sacaba_ Cochabamba,4.0,3,150.0,3.0,180.0,1.0,100000.0,5.0
712,5BE2D,ya estuvo abitado,Requiere mantenimiento,La Paz,Kenco_ El alto,3.0,1,300.0,,163.0,,41000.0,
713,a2320,CASA EN VENTA SEVILLA,Buen estado,Santa Cruz,sevilla_ Norte_ Santa Cruz,3.0,2,120.0,1.0,123.0,2.0,88000.0,
714,50F5F,Casa No. 35 En Venta Condominio Dalí El Remanso. Área social seguridad 24 horas,Buen estado,Santa Cruz,Ingreso por el Remanso . Condominio Los Pintores_ Remanso_ Santa Cruz,3.0,3,250.0,1.0,150.0,2.0,115000.0,11.0
715,89D21,PROPIETARIO TRASPASA CASA EN COND. LA FONTANA RIVIERA 2 - PARA ENTREGA INMEDIATA,A estrenar,Santa Cruz,Av. Internacional y G77 + China_ Norte_ Santa Cruz,3.0,3,371.0,1.0,160.0,2.0,117000.0,6.0
716,H387E2,Av. Banzer Y La Chonta,Excelente estado,Santa Cruz,Almería La Chonta KM 8 1/2_ Norte_ Santa Cruz,3.0,3,265.0,2.0,200.0,2.0,130000.0,
717,IF6BFD,VENDO HERMOSO DEPARTAMENTO - EDIFICIO ROXANA MARISCAL III,Excelente estado,Otro,Calle Rene Barrientos esquina Panamá_ Sucre_ Sucre,3.0,3,222.0,3.0,161.0,1.0,145000.0,6.0
718,HB97C3,"CASA EN VENTA DE 3 DORMITORIOS, AV BANZER KM 8 1/2, DETRAS DEL COND. VERSALLES",Buen estado,Santa Cruz,Av Banzer Km 8 1/2_ B/23 de Junio_ detrás del Condominio Versalles_ Remanso_ Santa Cruz,3.0,2,255.0,1.0,170.0,1.0,92500.0,
719,ADAC7A,CASA EN VENTA SEVILLA NORTE 1,Buen estado,Santa Cruz,ZONA NORTE 9NO ANILLO FRENTE A LA U CATOLICA_ Norte_ Santa Cruz,3.0,3,336.0,1.0,94.0,1.0,86000.0,8.0
720,Z80ABF,Hermosa Casa Equipada A Estrenar En Venta En Condominio Z/Norte,A estrenar,Santa Cruz,Av. Cristo Redentor km 8.5_ Remanso_ Santa Cruz,3.0,2,160.0,1.0,95.0,2.0,83000.0,
721,N10B20,Casa en venta en condominio,Excelente estado,Santa Cruz,Av. Virgen de Cotoca entre 7mo y 8vo anillo condominio Bella Vista_ Este_ Santa Cruz,3.0,3,360.0,1.0,19231.0,1.0,125000.0,
722,F31AC5,HERMOSA CASA EN VENTA DE 3 DORMITORIOS POR LA G77,Buen estado,Santa Cruz,AV. G77 Urbanización LAS ORQUÍDEAS _ Norte_ Santa Cruz,3.0,3,180.0,2.0,150.0,2.0,63000.0,11.0
723,T90D98,"A estrenar, sobre avenida en Riviera del Remanso.",A estrenar,Santa Cruz,Entre 8vo y 9no anillo Norte_ Santa Cruz de la Sierra_ Remanso_ Santa Cruz,3.0,3,199.0,1.0,150.0,3.0,89900.0,
724,KE8DCE,REMANSO 3 CASA DE 2 PISOS CON AREAS SOCIALES COMPARTIDAS,A estrenar,Santa Cruz,REMANSO 3 KM 8_ Remanso_ Santa Cruz,3.0,3,241.0,2.0,150.0,2.0,123000.0,1.0
725,SEA7E8,Casa en Venta en la Urbanización San Alberto,Excelente estado,La Paz,Calle 2_ San Alberto_ La Paz,4.0,3,570.0,3.0,370.0,2.0,395000.0,21.0
726,F92189,CASAS EN PRE - VENTA 56.000$US,A estrenar,Santa Cruz,Altura de la industria FRIDOSA_ 150m de la carretera virgen de cotoca_ Este_ Santa Cruz,3.0,1,180.0,1.0,145.0,2.0,56000.0,1.0
727,QDD7CE,CASA EN VENTA EN LA AV. BANZER KM 8.5 MAINTER - A ESTRENAR,A estrenar,Santa Cruz,Av. Bánzer km. 8.5 ingreso a Mainter_ Urb. Los Jardines_ Remanso_ Santa Cruz,3.0,2,291.0,1.0,101.0,3.0,79000.0,1.0
728,G752FC,Casa Economica de 1 Dorm en Urb. Akualand,A estrenar,Santa Cruz,Urbanizacion Akualand_ Carretera al Norte_ Norte_ Santa Cruz,1.0,1,330.0,1.0,48.0,2.0,39000.0,1.0
729,CD61B4,"SE VENDE AMPLIA CASA CON PISCINA, ZONA SATELITE",Excelente estado,Santa Cruz,Satelite_ Norte_ Santa Cruz,3.0,1,300.0,1.0,188.0,3.0,58000.0,11.0
730,YA096E,EN VENTA DE OCASION ZONA ABASTO TERCER ANILLO AV PIRAI LOS MANGALES,Requiere mantenimiento,Santa Cruz,Tercer anillo pirai y Radial 19_ Oeste_ Santa Cruz,5.0,3,340.0,1.0,345.0,,125000.0,25.0
731,T7F9FA,Casa de 3 ambientes (Zona Av. Santos Dumont y 7mo anillo),Buen estado,Santa Cruz,Zona Santos Dumont y 7mo anillo_ Sur_ Santa Cruz,4.0,3,374.0,1.0,172.0,3.0,76000.0,5.0
732,SC1BA5,CASA EN VENTA ZONA NORTE - CHICHAPI,Excelente estado,Santa Cruz,Calle Chichapi _ Norte_ Santa Cruz,5.0,3,565.0,1.0,390.0,3.0,310000.0,
733,XEA459,CASA INDEPENDIENTE EN VENTA-FINAL BEIJIN,Buen estado,Cochabamba,AV. BEIJING_ Condebamba_ Cochabamba,4.0,3,255.0,2.0,209.0,2.0,155000.0,7.0
734,9F6E2,"Casa en Venta. Urbanización el Trapiche, 2 dormitorios, $us 60.000, Wsapp. 71016",Excelente estado,Santa Cruz,Urbanización El Trapiche_ Este_ Santa Cruz,2.0,2,480.0,1.0,180.0,2.0,60000.0,
735,12FB3,Gran oferta Inperdible a lolo 135000 $ casa Z723 de Marzo Achumani Ref. 71985224,A estrenar,La Paz,calle 9 Nro. 1416 23 de marzo Achumani_ Achumani_ La Paz,3.0,2,200.0,3.0,210.0,3.0,135000.0,6.0
736,64E27,En venta una casa de 316mts2 llamar al:79507461,Buen estado,La Paz,Villa Adela_ El alto,2.0,1,316.0,1.0,316.0,1.0,45000.0,
737,9EDE5,casa en venta 86000,Excelente estado,Santa Cruz,barrio 24 de junio mercado el triunfo_ Sur_ Santa Cruz,5.0,2,462.0,1.0,20.0,1.0,86000.0,
738,H8C07A,HERMOSA CASA EN ALQUILER EN URB. PRIVADA DECALACOTO,Excelente estado,La Paz,Urb. Privada_ Calacoto_ La Paz,4.0,3,530.0,2.0,567.0,3.0,700000.0,
739,VEB338,CASA EN ALQUILER GRANDE CÓMODA AMBIENTES SUPER ELEGANTES EN ACHUMANI,Excelente estado,La Paz,Urb. Privada_ Achumani_ La Paz,4.0,3,511.0,3.0,740.0,3.0,750000.0,
740,D8B85A,Amplio Departamento Comercial en Condominio TAO,Excelente estado,Santa Cruz,Entre 1er y 2do Anillo entre Av. Alemana y Beni_ Norte_ Santa Cruz,3.0,3,180.0,3.0,180.0,,120000.0,11.0
741,A7CD69,Casa en Venta en Esquina en Condominio Fontana Riviera 1,Excelente estado,Santa Cruz,Km 8 y medio entre Av. G77 y Avenida Internacional_ Norte_ Santa Cruz,3.0,2,371.0,1.0,148.0,2.0,139000.0,5.0
742,GCD90E,CASA 3 PLANTAS CON DOS DEPARTAMENTOS MEDIA CUADRA DE LA AV. BEIJING SUD,Buen estado,Cochabamba,inmediaciones autoventa_ Villa Busch_ Cochabamba,5.0,8,385.0,2.0,,1.0,249000.0,
743,LB7E92,Casa en Venta cerca de la Santos Dumont,Excelente estado,Santa Cruz,a dos cuadras de la Av. Santos Dumont_ Sur_ Santa Cruz,4.0,3,369.0,2.0,220.0,2.0,170000.0,5.0
744,G96B9E,Amplia Casa en Jardín Latíno,Excelente estado,Santa Cruz,Av. Piraí y 5to anillo_ Oeste_ Santa Cruz,5.0,3,382.0,2.0,292.0,2.0,175000.0,8.0
745,S33724,Casa en Venta en San Aurelio a 1 cuadra de la Avenida,Excelente estado,Santa Cruz,San Aurelio_ Barrio Cañada el Carmen_ Sur_ Santa Cruz,5.0,3,410.0,2.0,497.0,3.0,240000.0,5.0
746,TACF5C,CASA DE TRES DORMITORIOS EN VENTA,A estrenar,Santa Cruz,Urbanizacion Valle Sanchez II - Zona Norte_ Norte_ Santa Cruz,3.0,2,180.0,1.0,101.0,2.0,53000.0,
747,NB79FA,Casa en Venta a Estrenar en Condominio Valle Cártago,A estrenar,Santa Cruz,Km 8 y medio entre Av. G77 y Avenida Internacional_ Norte_ Santa Cruz,3.0,2,273.0,1.0,120.0,2.0,80000.0,2.0
748,P32FC1,CASAS LISTAS DE 2 DORMS. CON CREDITO DE VIVIENDA SOCIAL AL 100%,A estrenar,Santa Cruz,Urb. Cumbre de las Americas_ Doble via la guardia_ Santa Cruz,2.0,1,300.0,1.0,61.0,1.0,33000.0,1.0
749,DC1136,Casa en Venta Av. Alemana 4to anillo,Buen estado,Santa Cruz,Norte_ Santa Cruz,5.0,3,274.0,1.0,270.0,2.0,180000.0,
750,EDD6BF,Casa en Venta en Hamacas,Excelente estado,Santa Cruz,Barrio Hamacas_ Norte_ Santa Cruz,5.0,3,379.0,1.0,250.0,2.0,239000.0,8.0
751,SCA745,Casa en Venta a Estrenar Alemana y 5to anillo,A estrenar,Santa Cruz,a media cuadra del 5to anillo_ entre Av. Alemana y Av. 2 de Agosto_ Norte_ Santa Cruz,4.0,3,150.0,2.0,180.0,2.0,175000.0,1.0
752,IFB78F,Casa en Venta con equipamiento completo en Cond. Fontana Riviera 1,Buen estado,Santa Cruz,Km 8 y medio entre Av. G77 y Avenida Internacional_ Norte_ Santa Cruz,3.0,2,264.0,1.0,108.0,1.0,95000.0,5.0
753,X30298,Casa en Venta - B/Ramafa,Excelente estado,Santa Cruz,Av. Santos Dumont 2do Anillo_ Sur_ Santa Cruz,4.0,3,450.0,2.0,368.0,3.0,315000.0,
754,T827EE,Casa en Venta a estrenar últimas unidades,A estrenar,Santa Cruz,Km 9 al Norte_ Av Internacional entrando por la G - 77_ Norte_ Santa Cruz,3.0,3,146.0,2.0,149.0,2.0,95000.0,1.0
755,J26534,CASA EN VENTA A ESTRENAR ZONA NORTE 7mo ANILLO,A estrenar,Santa Cruz,7mo anillo_ pedro velez _ Norte_ Santa Cruz,3.0,3,170.0,2.0,182.0,2.0,96000.0,1.0
756,K58B86,Casa en Condominio Casa Campo Country Club Golf & Residences,Excelente estado,Santa Cruz,Km 9 _ Norte_ Santa Cruz,3.0,3,468.0,2.0,509.0,2.0,530000.0,8.0
757,C5597A,Casa en Venta - Cond. Costa Blanca III (Zona Equipetrol),Excelente estado,Santa Cruz,Cond. Costa Blanca III (Zona Equipetrol)_ Equipetrol_ Santa Cruz,4.0,3,448.0,2.0,505.0,3.0,470000.0,
758,U1E478,Casa en Venta Condominio Fontana La Riviera 1,Requiere mantenimiento,Santa Cruz,Km 8 y medio entre G77 y Avenida Internacional_ Norte_ Santa Cruz,3.0,2,265.0,1.0,108.0,1.0,105000.0,6.0
759,ME9B2F,CASA EN VENTA BARRIO RESIDENCIAL URBARI C/IGMIRI 610,Buen estado,Santa Cruz,Barrio Residencial Urbari C/ Igmiri 610_ Urbari_ Santa Cruz,5.0,3,978.0,2.0,750.0,3.0,690000.0,23.0
760,A4B5A8,"CASA EN LA ZONA ESTE DE LA CIUDAD, RETOÑO",Buen estado,Santa Cruz,Barrio Retoño_ Este_ Santa Cruz,3.0,1,875.0,1.0,93.0,1.0,57000.0,
761,L81B86,Casa en La Fontana Riv 1 con piscina privada,Excelente estado,Santa Cruz,G77_ Norte_ Santa Cruz,4.0,3,263.0,1.0,164.0,1.0,135000.0,5.0
762,KB0C3F,Cond. Santa Cruz de la Colina te enamora,Excelente estado,Santa Cruz,Urubo_ Urubó_ Santa Cruz,3.0,3,400.0,2.0,306.0,2.0,350000.0,6.0
763,Z576CB,QUIERES VIVIR EN REMANSO?AMPLIA CASA CON 4 SUITES!,Excelente estado,Santa Cruz,REMANSO 1 _ Remanso_ Santa Cruz,4.0,3,395.0,1.0,371.0,2.0,239000.0,
764,O97FEC,"CASA EN PRE VENTA, B. LAS PALMITAS AV SANTOS DUMONT",A estrenar,Santa Cruz,Av. Santos Dumont 6to anillo_ Urb. Las Palmitas_ Sur_ Santa Cruz,3.0,3,204.0,2.0,130.0,2.0,90000.0,2.0
765,X95596,casa en venta COLINAS DEL URUBO,Buen estado,Santa Cruz,Colinas del Urubo Sector 1_ Urubó_ Santa Cruz,4.0,3,771.0,2.0,480.0,3.0,580000.0,10.0
766,F9BF9,$us.- 480.000 RESIDENCIAL BOSQUE SUR COCHABAMBA,Excelente estado,Cochabamba,Cochabamba_ Cochabamba,5.0,3,100020.0,2.0,740.0,3.0,480000.0,15.0
767,2354F,CASITA EN VENTA EN EL ALTO,Excelente estado,La Paz,carretera a viacha_ zona acribol_ La Ceja_ El alto,5.0,2,300.0,1.0,164.0,,58000.0,
768,J2E3CE,Casa en Venta Zona Norte,Sin Definir,Santa Cruz,Norte. Av. Alemania entre 7mo y 8vo anillo. Urb. Cotas Norte_ Norte_ Santa Cruz,3.0,3,100.0,1.0,407.0,2.0,120000.0,
